Fuel_Type,Body_Type,Kilometers_Driven,Transmission,Owner_Count,Brand,model,Model_Year,Location,mileage,Number_of_Seats
Petrol,Hatchback,57000.0,Manual,2,Hyundai,Hyundai i10,2016,Jaipur,20.36,5.0
Diesel,Sedan,91547.0,Manual,1,Skoda,Skoda Rapid,2018,Jaipur,21.13,5.0
Petrol,Sedan,42601.0,Manual,1,Maruti,Maruti Swift Dzire,2011,Jaipur,17.5,5.0
Diesel,MUV,208978.0,Manual,1,Maruti,Maruti Ertiga,2013,Jaipur,20.77,7.0
Diesel,SUV,31262.0,Automatic,1,Kia,Kia Seltos,2019,Jaipur,17.8,5.0
Diesel,SUV,72000.0,Manual,1,Ford,Ford Ecosport,2018,Jaipur,23.0,5.0
Diesel,SUV,152633.0,Manual,1,Nissan,Nissan Terrano,2014,Jaipur,20.45,5.0
Petrol,Hatchback,70000.0,Manual,1,Hyundai,Hyundai i20,2017,Jaipur,18.6,5.0
Diesel,SUV,97845.0,Manual,1,Mahindra,Mahindra XUV500,2020,Jaipur,15.1,7.0
Petrol,Hatchback,18240.0,Manual,1,Maruti,Maruti Swift,2022,Jaipur,22.38,5.0
Diesel,SUV,90000.0,Manual,2,Tata,Tata Safari Storme,2015,Jaipur,14.1,7.0
Petrol,Sedan,86703.0,Manual,1,Hyundai,Hyundai Verna,2018,Jaipur,17.0,5.0
Petrol,Sedan,16000.0,Manual,1,Skoda,Skoda Slavia,2022,Jaipur,19.47,5.0
Petrol,Hatchback,48409.0,Manual,1,Hyundai,Hyundai EON,2018,Jaipur,21.1,5.0
Petrol,Hatchback,102912.0,Manual,1,Maruti,Maruti Swift,2012,Jaipur,22.38,5.0
Petrol,Hatchback,37025.0,Manual,1,Renault,Renault KWID,2019,Jaipur,22.25,5.0
Petrol,Hatchback,164910.0,Manual,1,Nissan,Nissan Micra Active,2015,Jaipur,19.49,5.0
Diesel,Sedan,68243.0,Manual,2,Volkswagen,Volkswagen Vento,2012,Jaipur,20.54,5.0
Petrol,Hatchback,110728.0,Manual,1,Hyundai,Hyundai i10,2012,Jaipur,20.36,5.0
Diesel,Sedan,69492.0,Manual,1,Hyundai,Hyundai Verna,2020,Jaipur,25.0,5.0
Diesel,Hatchback,72480.0,Manual,1,Maruti,Maruti Swift,2013,Jaipur,22.9,5.0
Petrol,Hatchback,120094.0,Manual,1,Hyundai,Hyundai i20,2016,Jaipur,18.6,5.0
Diesel,Hatchback,118149.0,Manual,3,Maruti,Maruti Swift,2013,Jaipur,22.9,5.0
Petrol,SUV,29000.0,Automatic,1,Kia,Kia Seltos,2020,Jaipur,,5.0
Petrol,Hatchback,68000.0,Automatic,3,Honda,Honda Brio,2015,Jaipur,16.5,5.0
Electric,SUV,55463.0,Automatic,1,Tata,Tata Nexon EV,2021,Jaipur,,5.0
Electric,SUV,26455.0,Automatic,1,Tata,Tata Nexon EV,2022,Jaipur,,5.0
Petrol,Minivans,45663.0,Manual,3,Maruti,Maruti Omni,2014,Jaipur,16.8,8.0
Petrol,Hatchback,62626.0,Manual,1,Maruti,Maruti Alto 800,2012,Jaipur,22.74,5.0
Cng,Minivans,32317.0,Manual,1,Maruti,Maruti Eeco,2022,Jaipur,20.88,5.0
Petrol,Hatchback,65733.0,Manual,2,Hyundai,Hyundai i20,2010,Jaipur,18.5,5.0
Petrol,Hatchback,21388.0,Manual,1,Tata,Tata Altroz,2020,Jaipur,19.33,5.0
Diesel,Sedan,71448.0,Automatic,3,Maruti,Maruti Swift Dzire,2019,Jaipur,28.4,5.0
Petrol,Sedan,63385.0,Manual,1,Honda,Honda Amaze,2018,Jaipur,19.5,5.0
Petrol,Hatchback,60048.0,Manual,1,Hyundai,Hyundai i20,2019,Jaipur,18.6,5.0
Electric,Sedan,44351.0,Automatic,1,Tata,Tata Tigor EV,2022,Jaipur,,5.0
Petrol,Hatchback,45926.0,Manual,1,Hyundai,Hyundai EON,2015,Jaipur,21.1,5.0
Petrol,SUV,19876.0,Manual,1,Maruti,Maruti Vitara Brezza,2021,Jaipur,17.03,5.0
Diesel,Hatchback,69000.0,Manual,1,Hyundai,Hyundai i20,2017,Jaipur,22.54,5.0
Petrol,SUV,65000.0,Manual,1,Maruti,Maruti Vitara Brezza,2021,Jaipur,17.03,5.0
Petrol,Hatchback,37386.0,Manual,1,Hyundai,Hyundai Grand i10,2015,Jaipur,18.9,5.0
Petrol,Hatchback,104590.0,Manual,1,Maruti,Maruti Baleno,2020,Jaipur,21.01,5.0
Petrol,Sedan,57794.0,Manual,1,Maruti,Maruti Swift Dzire,2021,Jaipur,22.41,5.0
Diesel,SUV,105072.0,Manual,1,Ford,Ford Ecosport,2015,Jaipur,22.7,5.0
Petrol,Sedan,176550.0,Manual,3,Honda,Honda Civic,2007,Jaipur,13.5,5.0
Diesel,Sedan,52000.0,Manual,1,Hyundai,Hyundai Verna,2016,Jaipur,23.9,5.0
Petrol,Hatchback,26124.0,Manual,1,Tata,Tata Altroz,2020,Jaipur,19.33,5.0
Petrol,Sedan,35925.0,Manual,1,Maruti,Maruti Ciaz,2018,Jaipur,20.73,5.0
Petrol,Sedan,64816.0,Manual,2,Mahindra Renault,Mahindra Renault Logan,2008,Jaipur,13.0,5.0
Diesel,MUV,92701.0,Manual,4,Mahindra,Mahindra Bolero,2008,Jaipur,13.6,7.0
Petrol,Hatchback,38439.0,Manual,1,Maruti,Maruti Celerio,2019,Jaipur,25.24,5.0
Petrol,SUV,45531.0,Manual,1,Ford,Ford Ecosport,2017,Jaipur,15.85,5.0
Petrol,Sedan,33000.0,Manual,1,Maruti,Maruti Swift Dzire,2021,Jaipur,22.41,5.0
Petrol,Hatchback,71098.0,Manual,2,Maruti,Maruti Swift,2015,Jaipur,22.38,5.0
Diesel,SUV,99432.0,Manual,1,Mahindra,Mahindra XUV500,2014,Jaipur,15.1,7.0
Petrol,Sedan,44777.0,Manual,2,Maruti,Maruti Esteem,2005,Jaipur,15.9,5.0
Petrol,Hatchback,24068.0,Automatic,2,Renault,Renault KWID,2020,Jaipur,22.0,5.0
Diesel,Hatchback,85445.0,Manual,3,Ford,Ford Figo,2013,Jaipur,20.0,5.0
Diesel,Sedan,112097.0,Automatic,4,Volkswagen,Volkswagen Jetta,2008,Jaipur,15.5,5.0
Diesel,Hatchback,80008.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Jaipur,24.0,5.0
Diesel,Sedan,96496.0,Manual,2,Volkswagen,Volkswagen Vento,2013,Jaipur,20.54,5.0
Diesel,SUV,75744.0,Manual,1,Nissan,Nissan Terrano,2014,Jaipur,19.01,5.0
Diesel,Hatchback,70000.0,Automatic,1,Maruti,Maruti Ignis,2017,Jaipur,26.8,5.0
Diesel,Hatchback,85000.0,Manual,1,Hyundai,Hyundai i20 Active,2015,Jaipur,21.19,5.0
Petrol,Hatchback,15092.0,Manual,1,Maruti,Maruti Alto 800,2022,Jaipur,22.05,5.0
Petrol,Sedan,117131.0,Manual,3,Honda,Honda Amaze,2014,Jaipur,18.0,5.0
Petrol,Hatchback,32802.0,Automatic,2,Maruti,Maruti Wagon R Stingray,2016,Jaipur,20.51,5.0
Petrol,Hatchback,39201.0,Manual,1,Maruti,Maruti Baleno,2016,Jaipur,21.4,5.0
Diesel,SUV,101884.0,Automatic,1,Kia,Kia Seltos,2019,Jaipur,17.8,5.0
Diesel,Hatchback,152702.0,Manual,2,Maruti,Maruti Swift,2014,Jaipur,25.2,5.0
Petrol,Hatchback,74729.0,Manual,1,Hyundai,Hyundai EON,2014,Jaipur,21.1,5.0
Petrol,SUV,9009.0,Manual,1,Tata,Tata Nexon,2022,Jaipur,17.33,5.0
Petrol,SUV,10785.0,Manual,1,Maruti,Maruti SX4 S Cross,2020,Jaipur,18.55,5.0
Petrol,Hatchback,85374.0,Manual,1,Hyundai,Hyundai Grand i10,2017,Jaipur,18.9,5.0
Petrol,Hatchback,36495.0,Manual,1,Hyundai,Hyundai i10,2011,Jaipur,20.36,5.0
Diesel,Hatchback,57095.0,Manual,2,Volkswagen,Volkswagen Polo,2012,Jaipur,22.07,5.0
Diesel,Hatchback,20199.0,Manual,1,Hyundai,Hyundai i20,2022,Jaipur,25.0,5.0
Petrol,Hatchback,1782.0,Manual,1,Renault,Renault KWID,2022,Jaipur,21.46,5.0
Petrol,SUV,182946.0,Manual,1,Hyundai,Hyundai Creta,2017,Jaipur,15.29,5.0
Petrol,Hatchback,20685.0,Manual,1,Renault,Renault KWID,2019,Jaipur,25.17,5.0
Petrol,Hatchback,51284.0,Manual,1,Hyundai,Hyundai EON,2015,Jaipur,21.1,5.0
Petrol,MUV,83000.0,Manual,1,Maruti,Maruti Ertiga,2020,Jaipur,19.34,7.0
Petrol,Hatchback,36661.0,Manual,1,Maruti,Maruti Alto 800,2019,Jaipur,24.7,5.0
Petrol,SUV,44143.0,Manual,1,Mahindra,Mahindra Thar,2022,Jaipur,15.2,4.0
Petrol,Sedan,108168.0,Manual,4,Honda,Honda City,2006,Jaipur,17.7,5.0
Petrol,Hatchback,69475.0,Automatic,1,Maruti,Maruti Alto K10,2018,Jaipur,23.95,5.0
Diesel,SUV,96294.0,Manual,2,Mahindra,Mahindra XUV500,2013,Jaipur,15.1,7.0
Petrol,SUV,48000.0,Manual,1,Hyundai,Hyundai Creta,2017,Jaipur,15.8,5.0
Diesel,SUV,34970.0,Manual,1,Maruti,Maruti Vitara Brezza,2018,Jaipur,24.3,5.0
Petrol,Sedan,49931.0,Manual,1,Hyundai,Hyundai Aura,2020,Jaipur,20.5,5.0
Petrol,Hatchback,49500.0,Manual,1,Maruti,Maruti Baleno,2018,Jaipur,21.4,5.0
Diesel,SUV,44376.0,Automatic,1,Kia,Kia Seltos,2019,Jaipur,18.0,5.0
Diesel,Hatchback,49225.0,Manual,1,Maruti,Maruti Swift,2018,Jaipur,28.4,5.0
Petrol,Hatchback,68843.0,Manual,1,Tata,Tata Tiago,2020,Jaipur,19.01,5.0
Petrol,Hatchback,60318.0,Manual,1,Maruti,Maruti Wagon R,2009,Jaipur,21.79,5.0
Diesel,Hatchback,101014.0,Automatic,1,Maruti,Maruti Swift,2018,Jaipur,28.4,5.0
Petrol,Hatchback,44319.0,Automatic,2,Renault,Renault KWID,2020,Jaipur,22.0,5.0
Petrol,Hatchback,49422.0,Manual,1,Volkswagen,Volkswagen Polo,2017,Jaipur,16.2,5.0
Petrol,SUV,44934.0,Automatic,1,Tata,Tata Nexon,2021,Jaipur,16.35,5.0
Diesel,Sedan,251066.0,Manual,1,Maruti,Maruti Swift Dzire,2011,Jaipur,19.3,5.0
Diesel,Sedan,208708.0,Manual,1,Maruti,Maruti Ciaz,2017,Jaipur,28.09,5.0
Lpg,Hatchback,75426.0,Manual,1,Maruti,Maruti Wagon R,2009,Jaipur,,5.0
Petrol,SUV,36107.0,Automatic,1,Hyundai,Hyundai Venue,2020,Jaipur,18.15,5.0
Petrol,SUV,50854.0,Manual,1,Honda,Honda WR-V,2019,Jaipur,17.5,5.0
Petrol,Hatchback,7985.0,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,Jaipur,20.7,5.0
Diesel,SUV,47913.0,Manual,1,Mahindra,Mahindra TUV 300,2017,Jaipur,18.49,7.0
Petrol,Hatchback,138907.0,Manual,1,Maruti,Maruti Baleno,2017,Jaipur,21.4,5.0
Diesel,Hatchback,201161.0,Manual,1,Maruti,Maruti Ritz,2010,Jaipur,21.1,5.0
Diesel,SUV,124143.0,Manual,1,Mahindra,Mahindra XUV500,2015,Jaipur,15.1,7.0
Petrol,Sedan,65396.0,Manual,2,Honda,Honda Amaze,2017,Jaipur,19.5,5.0
Petrol,Hatchback,45746.0,Manual,1,Hyundai,Hyundai i10,2011,Jaipur,20.36,5.0
Petrol,Sedan,90560.0,Manual,1,Maruti,Maruti Ciaz,2017,Jaipur,20.73,5.0
Petrol,SUV,48350.0,Automatic,1,Honda,Honda CR-V,2015,Jaipur,12.0,5.0
Diesel,Sedan,66000.0,Manual,1,Honda,Honda Amaze,2017,Jaipur,25.8,5.0
Petrol,Hatchback,1989.0,Manual,1,Maruti,Maruti Alto 800,2022,Jaipur,22.05,5.0
Petrol,Hatchback,110818.0,Manual,1,Hyundai,Hyundai EON,2014,Jaipur,21.1,5.0
Diesel,SUV,89000.0,Automatic,2,Hyundai,Hyundai Creta,2017,Jaipur,17.6,5.0
Petrol,Hatchback,67225.0,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,Jaipur,18.15,6.0
Diesel,SUV,96937.0,Manual,1,Tata,Tata Harrier,2020,Jaipur,17.0,5.0
Diesel,Hatchback,160145.0,Manual,1,Maruti,Maruti Swift,2010,Jaipur,17.8,5.0
Petrol,MUV,85017.0,Manual,1,Honda,Honda Mobilio,2015,Jaipur,17.3,7.0
Petrol,Hatchback,86719.0,Manual,1,Hyundai,Hyundai i10,2009,Jaipur,19.81,5.0
Petrol,Hatchback,85254.0,Manual,3,Hyundai,Hyundai Santro Xing,2006,Jaipur,,5.0
Diesel,Sedan,106311.0,Manual,2,Tata,Tata Manza,2012,Jaipur,19.0,5.0
Petrol,Hatchback,66328.0,Manual,1,Honda,Honda Brio,2018,Jaipur,18.5,5.0
Diesel,Hatchback,183619.0,Manual,1,Hyundai,Hyundai i20,2011,Jaipur,21.9,5.0
Diesel,SUV,27019.0,Manual,1,Mahindra,Mahindra Bolero Power Plus,2019,Jaipur,16.5,7.0
Petrol,Hatchback,46848.0,Manual,1,Hyundai,Hyundai i10,2011,Jaipur,20.36,5.0
Petrol,SUV,16424.0,Manual,1,Renault,Renault Kiger,2021,Jaipur,20.5,5.0
Petrol,Sedan,89525.0,Manual,2,Maruti,Maruti Ciaz,2015,Jaipur,20.73,5.0
Diesel,SUV,39657.0,Automatic,1,Hyundai,Hyundai Creta,2020,Jaipur,18.5,5.0
Petrol,SUV,44516.0,Manual,1,Skoda,Skoda Kushaq,2021,Jaipur,19.2,5.0
Diesel,Sedan,129267.0,Manual,1,Maruti,Maruti Swift Dzire,2016,Jaipur,26.59,5.0
Petrol,Hatchback,77497.0,Manual,1,Hyundai,Hyundai EON,2017,Jaipur,21.1,5.0
Diesel,Hatchback,74953.0,Manual,4,Maruti,Maruti Swift,2015,Jaipur,25.2,5.0
Diesel,Sedan,153007.0,Manual,2,Maruti,Maruti Ciaz,2016,Jaipur,28.09,5.0
Petrol,Hatchback,75415.0,Manual,2,Maruti,Maruti Alto,2008,Jaipur,19.7,5.0
Petrol,MUV,32516.0,Manual,1,Maruti,Maruti Ertiga,2022,Jaipur,20.51,7.0
Petrol,Hatchback,110833.0,Manual,2,Hyundai,Hyundai Santro Xing,2005,Jaipur,,5.0
Petrol,SUV,49972.0,Manual,1,Kia,Kia Sonet,2022,Jaipur,18.4,5.0
Petrol,Hatchback,174077.0,Manual,1,Maruti,Maruti Alto,2006,Jaipur,19.7,5.0
Petrol,Hatchback,72434.0,Manual,3,Maruti,Maruti Alto,2011,Jaipur,19.7,5.0
Petrol,Sedan,34185.0,Manual,3,Ford,Ford Aspire,2015,Jaipur,18.16,5.0
Petrol,SUV,29336.0,Manual,2,Nissan,Nissan Magnite,2021,Jaipur,18.75,5.0
Petrol,Hatchback,71501.0,Manual,1,Hyundai,Hyundai Grand i10,2015,Jaipur,18.9,5.0
Petrol,SUV,68279.0,Manual,1,Kia,Kia Seltos,2019,Jaipur,16.5,5.0
Diesel,Sedan,99761.0,Manual,2,Maruti,Maruti Swift Dzire,2012,Jaipur,23.4,5.0
Petrol,SUV,46865.0,Automatic,1,Kia,Kia Seltos,2021,Jaipur,16.5,5.0
Diesel,Hatchback,158924.0,Manual,1,Hyundai,Hyundai Grand i10,2014,Jaipur,24.0,5.0
Diesel,Hatchback,94905.0,Manual,1,Hyundai,Hyundai i20,2014,Jaipur,21.9,5.0
Diesel,Sedan,80607.0,Manual,2,Honda,Honda City,2014,Jaipur,26.0,5.0
Petrol,Hatchback,33055.0,Automatic,2,Maruti,Maruti Swift,2020,Jaipur,21.21,5.0
Diesel,SUV,91873.0,Manual,2,Mahindra,Mahindra XUV500,2012,Jaipur,15.1,7.0
Petrol,Sedan,72117.0,Manual,1,Chevrolet,Chevrolet Optra,2007,Jaipur,12.9,5.0
Diesel,SUV,160351.0,Manual,1,Mahindra,Mahindra XUV500,2012,Jaipur,15.1,7.0
Diesel,SUV,68280.0,Manual,1,Maruti,Maruti Vitara Brezza,2018,Jaipur,24.3,5.0
Petrol,Hatchback,47008.0,Manual,1,Maruti,Maruti Alto K10,2018,Jaipur,23.95,5.0
Diesel,Sedan,104782.0,Manual,1,Hyundai,Hyundai Verna,2018,Jaipur,22.0,5.0
Petrol,MUV,107598.0,Automatic,2,Maruti,Maruti Ertiga,2017,Jaipur,17.03,7.0
Diesel,SUV,90150.0,Manual,1,Hyundai,Hyundai Creta,2019,Jaipur,22.1,5.0
Diesel,Sedan,77074.0,Manual,2,Maruti,Maruti Ciaz,2016,Jaipur,28.09,5.0
Petrol,Sedan,32293.0,Automatic,1,Honda,Honda Amaze,2021,Jaipur,18.3,5.0
Petrol,SUV,69510.0,Automatic,1,Jeep,Jeep Compass,2018,Jaipur,16.0,5.0
Diesel,SUV,131511.0,Manual,1,Jeep,Jeep Compass,2018,Jaipur,17.1,5.0
Diesel,Hatchback,145716.0,Manual,2,Maruti,Maruti Swift,2012,Jaipur,22.9,5.0
Petrol,Sedan,38943.0,Manual,1,Maruti,Maruti Ciaz,2017,Jaipur,20.73,5.0
Petrol,Hatchback,96598.0,Manual,2,Maruti,Maruti Zen,2005,Jaipur,17.3,5.0
Petrol,SUV,28807.0,Automatic,1,Hyundai,Hyundai Creta,2021,Jaipur,,5.0
Diesel,Sedan,107000.0,Automatic,1,BMW,BMW 5 Series,2012,Jaipur,16.73,5.0
Diesel,SUV,49503.0,Manual,1,Kia,Kia Sonet,2020,Jaipur,,5.0
Diesel,MUV,137029.0,Manual,1,Toyota,Toyota Innova,2014,Jaipur,12.99,7.0
Petrol,SUV,34576.0,Automatic,1,Jeep,Jeep Compass,2018,Jaipur,16.0,5.0
Diesel,SUV,40220.0,Manual,1,Mahindra,Mahindra TUV 300,2016,Jaipur,18.49,7.0
Diesel,Hatchback,83083.0,Manual,1,Maruti,Maruti Baleno,2018,Jaipur,27.39,5.0
Diesel,SUV,139208.0,Manual,1,Toyota,Toyota Fortuner,2010,Jaipur,11.5,7.0
Petrol,Hatchback,40000.0,Manual,1,Maruti,Maruti Alto K10,2023,Jaipur,24.39,5.0
Petrol,Hatchback,50000.0,Manual,1,Maruti,Maruti Wagon R,2016,Jaipur,20.51,5.0
Petrol,Sedan,60000.0,Manual,1,Maruti,Maruti Esteem,2005,Jaipur,15.9,5.0
Petrol,MUV,50000.0,Manual,1,Renault,Renault Triber,2023,Jaipur,20.0,7.0
Petrol,Hatchback,100000.0,Manual,1,Hyundai,Hyundai EON,2011,Jaipur,21.1,5.0
Petrol,Hatchback,120000.0,Manual,1,Hyundai,Hyundai EON,2012,Jaipur,21.1,5.0
Petrol,Hatchback,70000.0,Manual,2,Ford,Ford Figo,2011,Jaipur,15.6,5.0
Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Zen Estilo,2008,Jaipur,18.2,5.0
Petrol,Hatchback,120000.0,Manual,1,Hyundai,Hyundai EON,2011,Jaipur,21.1,5.0
Petrol,SUV,20000.0,Manual,1,Nissan,Nissan Magnite,2022,Jaipur,18.75,5.0
Petrol,Hatchback,40000.0,Manual,1,Renault,Renault KWID,2016,Jaipur,25.17,5.0
Petrol,Hatchback,100000.0,Manual,1,Maruti,Maruti A-Star,2010,Jaipur,19.0,5.0
Petrol,SUV,10000.0,Manual,1,Nissan,Nissan Magnite,2021,Jaipur,20.0,5.0
Cng,Hatchback,60000.0,Manual,1,Maruti,Maruti Alto,2012,Jaipur,26.83,5.0
Petrol,Hatchback,20000.0,Manual,1,Maruti,Maruti Alto 800,2021,Jaipur,22.05,5.0
Petrol,Sedan,30000.0,Manual,1,Maruti,Maruti Swift Dzire,2020,Jaipur,21.21,5.0
Petrol,MUV,70000.0,Manual,1,Renault,Renault Triber,2020,Jaipur,20.0,7.0
Petrol,MUV,70000.0,Manual,1,Renault,Renault Triber,2020,Jaipur,20.0,7.0
Petrol,Hatchback,50000.0,Manual,2,Maruti,Maruti Wagon R,2009,Jaipur,17.3,5.0
Petrol,Hatchback,70000.0,Manual,1,Maruti,Maruti Swift,2013,Jaipur,18.6,5.0
Diesel,SUV,30000.0,Manual,1,Mahindra,Mahindra Bolero Neo,2023,Jaipur,17.29,7.0
Petrol,SUV,50000.0,Automatic,3,Ford,Ford Ecosport,2014,Jaipur,16.5,5.0
Petrol,Hatchback,30000.0,Manual,1,Hyundai,Hyundai i20,2011,Jaipur,17.0,5.0
Petrol,Hatchback,20000.0,Manual,1,Hyundai,Hyundai Santro Xing,2011,Jaipur,17.92,5.0
Diesel,SUV,20000.0,Manual,1,Mahindra,Mahindra XUV300,2022,Jaipur,20.0,5.0
Petrol,SUV,50000.0,Manual,1,MG,MG Hector,2019,Jaipur,15.81,5.0
Petrol,Hatchback,90000.0,Manual,1,Hyundai,Hyundai i20,2012,Jaipur,17.0,5.0
Diesel,Hatchback,60000.0,Manual,3,Ford,Ford Figo,2011,Jaipur,20.0,5.0
Petrol,Hatchback,100000.0,Automatic,1,Maruti,Maruti Celerio,2018,Jaipur,23.1,5.0
Petrol,Hatchback,10000.0,Manual,1,Citroen,Citroen C3,2022,Jaipur,19.3,5.0
Diesel,SUV,60000.0,Manual,1,Ford,Ford Ecosport,2017,Jaipur,23.0,5.0
Petrol,SUV,40000.0,Manual,1,Maruti,Maruti Vitara Brezza,2021,Jaipur,17.03,5.0
Diesel,Hatchback,120000.0,Manual,2,Ford,Ford Figo,2013,Jaipur,20.0,5.0
Diesel,Hatchback,120000.0,Manual,2,Ford,Ford Figo,2013,Jaipur,20.0,5.0
Diesel,SUV,70000.0,Manual,1,Kia,Kia Seltos,2020,Jaipur,20.8,5.0
Petrol,Hatchback,10000.0,Manual,1,Maruti,Maruti Wagon R,2021,Jaipur,21.79,5.0
Petrol,Hatchback,50000.0,Automatic,2,Maruti,Maruti Alto K10,2018,Jaipur,23.95,5.0
Diesel,SUV,50000.0,Manual,2,Tata,Tata Nexon,2018,Jaipur,21.5,5.0
Petrol,Hatchback,50000.0,Manual,1,Datsun,Datsun GO,2016,Jaipur,20.63,5.0
Diesel,SUV,30000.0,Manual,1,Mahindra,Mahindra Bolero,2021,Jaipur,16.0,7.0
Diesel,Sedan,150000.0,Manual,2,Maruti,Maruti Swift Dzire,2010,Jaipur,19.3,5.0
Petrol,Coupe,30000.0,Automatic,2,Porsche,Porsche 911,2020,Jaipur,9.0,4.0
Diesel,SUV,70000.0,Manual,1,Mahindra,Mahindra Bolero Neo,2021,Jaipur,17.29,7.0
Petrol,Hatchback,90000.0,Manual,1,Maruti,Maruti Zen Estilo,2010,Jaipur,19.0,5.0
Petrol,Hatchback,50000.0,Manual,1,Maruti,Maruti Alto,2010,Jaipur,19.7,5.0
Diesel,Hatchback,120000.0,Manual,2,Chevrolet,Chevrolet Beat,2014,Jaipur,25.44,5.0
Petrol,Sedan,20000.0,Manual,1,Honda,Honda Amaze,2021,Jaipur,18.6,5.0
Diesel,SUV,60000.0,Manual,4,Mahindra,Mahindra Thar,2017,Jaipur,16.55,6.0
Diesel,Sedan,60000.0,Manual,2,Honda,Honda Amaze,2016,Jaipur,25.8,5.0
Petrol,Sedan,70000.0,Manual,2,Maruti,Maruti Swift Dzire,2011,Jaipur,17.5,5.0
Petrol,Hatchback,150000.0,Manual,3,Maruti,Maruti Alto,2008,Jaipur,19.7,5.0
Petrol,Hatchback,30000.0,Manual,2,Hyundai,Hyundai i10,2010,Jaipur,20.36,5.0
Petrol,Sedan,60000.0,Manual,1,Hyundai,Hyundai Accent,2008,Jaipur,13.2,5.0
Diesel,MUV,120000.0,Manual,2,Maruti,Maruti Ertiga,2017,Jaipur,24.52,7.0
Petrol,Sedan,100000.0,Manual,1,Maruti,Maruti Swift Dzire,2011,Jaipur,17.5,5.0
Diesel,SUV,50000.0,Manual,1,Mahindra,Mahindra Scorpio,2020,Jaipur,15.4,7.0
Petrol,Hatchback,70000.0,Manual,1,Hyundai,Hyundai Santro Xing,2007,Jaipur,17.8,5.0
Petrol,SUV,10000.0,Manual,1,Mahindra,Mahindra XUV300,2022,Jaipur,16.82,5.0
Petrol,SUV,50000.0,Manual,1,Mahindra,Mahindra XUV300,2020,Jaipur,16.82,5.0
Petrol,Hatchback,80000.0,Manual,1,Hyundai,Hyundai EON,2015,Jaipur,21.1,5.0
Petrol,Hatchback,40000.0,Manual,1,Maruti,Maruti Alto 800,2020,Jaipur,22.05,5.0
Petrol,Hatchback,70000.0,Manual,2,Maruti,Maruti Alto,2007,Jaipur,19.7,5.0
Diesel,Hatchback,150000.0,Manual,1,Honda,Honda Jazz,2016,Jaipur,27.3,5.0
Diesel,Sedan,40000.0,Automatic,1,Honda,Honda Amaze,2021,Jaipur,21.0,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Alto 800,2020,Jaipur,22.05,5.0
Petrol,Sedan,80000.0,Manual,1,Maruti,Maruti Swift Dzire,2014,Jaipur,19.1,5.0
Diesel,SUV,80000.0,Manual,1,Jeep,Jeep Compass,2017,Jaipur,17.1,5.0
Petrol,SUV,20000.0,Manual,1,Honda,Honda WR-V,2021,Jaipur,16.5,5.0
Petrol,Hatchback,70000.0,Manual,2,Chevrolet,Chevrolet Spark,2009,Jaipur,18.0,5.0
Diesel,SUV,120000.0,Manual,1,Mahindra,Mahindra XUV500,2012,Jaipur,15.1,7.0
Petrol,SUV,20000.0,Manual,1,Honda,Honda WR-V,2022,Jaipur,16.5,5.0
Diesel,SUV,150000.0,Manual,1,Jeep,Jeep Compass,2018,Jaipur,17.1,5.0
Petrol,Sedan,20000.0,Manual,1,Hyundai,Hyundai Aura,2021,Jaipur,20.5,5.0
Petrol,Hatchback,80000.0,Manual,2,Maruti,Maruti 800,2004,Jaipur,16.1,4.0
Diesel,SUV,90000.0,Manual,1,Maruti,Maruti Vitara Brezza,2017,Jaipur,24.3,5.0
Petrol,Hatchback,30000.0,Manual,1,Renault,Renault KWID,2017,Jaipur,25.17,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Alto 800,2020,Jaipur,22.05,5.0
Diesel,SUV,40000.0,Manual,3,Maruti,Maruti Vitara Brezza,2018,Jaipur,24.3,5.0
Petrol,Sedan,120000.0,Manual,4,Hyundai,Hyundai Accent,2005,Jaipur,13.2,5.0
Petrol,Hatchback,120000.0,Manual,4,Maruti,Maruti Wagon R,2006,Jaipur,18.9,5.0
Petrol,Hatchback,60000.0,Manual,2,Maruti,Maruti Wagon R,2009,Jaipur,18.9,5.0
Diesel,Sedan,150000.0,Manual,2,Maruti,Maruti Swift Dzire,2009,Jaipur,19.3,5.0
Petrol,Hatchback,60000.0,Manual,1,Maruti,Maruti Alto 800,2019,Jaipur,24.7,5.0
Diesel,SUV,150000.0,Manual,1,Renault,Renault Duster,2013,Jaipur,19.01,5.0
Petrol,Hatchback,80000.0,Manual,2,Maruti,Maruti 800,2006,Jaipur,16.1,4.0
Diesel,SUV,100000.0,Manual,2,Tata,Tata New Safari,2009,Jaipur,13.93,7.0
Diesel,SUV,50000.0,Manual,1,Mahindra,Mahindra Bolero Power Plus,2019,Jaipur,16.5,7.0
Diesel,Hatchback,50000.0,Manual,3,Chevrolet,Chevrolet Beat,2012,Jaipur,25.44,5.0
Petrol,Hatchback,60000.0,Manual,2,Hyundai,Hyundai i10,2008,Jaipur,20.36,5.0
Petrol,Hatchback,30000.0,Manual,1,Maruti,Maruti Alto 800,2020,Jaipur,22.05,5.0
